antecedents,consequents,support,confidence,lift
"Arcane Signet, Path of Ancestry","Exotic Orchard, Sol Ring",0.048656499636891795,0.8701298701298701,11.303479539328597
"Arcane Signet, Command Tower, Path of Ancestry","Ash Barrens, Sol Ring",0.023965141612200435,0.4342105263157895,11.281281032770607
"Ash Barrens, Command Tower","Arcane Signet, Path of Ancestry, Sol Ring",0.023965141612200435,0.6226415094339623,11.281281032770607
"Ash Barrens, Sol Ring","Arcane Signet, Command Tower, Path of Ancestry",0.023965141612200435,0.6226415094339623,11.281281032770607
"Arcane Signet, Command Tower, Path of Ancestry",Ash Barrens,0.023965141612200435,0.4342105263157895,11.281281032770607
"Arcane Signet, Path of Ancestry, Sol Ring","Ash Barrens, Command Tower",0.023965141612200435,0.4342105263157895,11.281281032770607
Ash Barrens,"Arcane Signet, Command Tower, Path of Ancestry",0.023965141612200435,0.6226415094339623,11.281281032770607
Ash Barrens,"Arcane Signet, Path of Ancestry, Sol Ring",0.023965141612200435,0.6226415094339623,11.281281032770607
"Arcane Signet, Path of Ancestry, Sol Ring",Ash Barrens,0.023965141612200435,0.4342105263157895,11.281281032770607
Ash Barrens,"Exotic Orchard, Sol Ring",0.03340595497458242,0.8679245283018868,11.274830900676399
"Exotic Orchard, Sol Ring",Ash Barrens,0.03340595497458242,0.4339622641509434,11.274830900676399
"Exotic Orchard, Sol Ring","Ash Barrens, Command Tower",0.03340595497458242,0.4339622641509434,11.274830900676399
"Command Tower, Exotic Orchard, Sol Ring",Ash Barrens,0.03340595497458242,0.4339622641509434,11.274830900676399
Ash Barrens,"Command Tower, Exotic Orchard, Sol Ring",0.03340595497458242,0.8679245283018868,11.274830900676399
"Ash Barrens, Command Tower","Exotic Orchard, Sol Ring",0.03340595497458242,0.8679245283018868,11.274830900676399
"Command Tower, Commander's Sphere, Path of Ancestry, Sol Ring","Arcane Signet, Exotic Orchard",0.020334059549745823,0.7777777777777777,11.273684210526314
"Command Tower, Commander's Sphere, Path of Ancestry","Arcane Signet, Exotic Orchard",0.020334059549745823,0.7777777777777777,11.273684210526314
"Commander's Sphere, Path of Ancestry, Sol Ring","Arcane Signet, Command Tower, Exotic Orchard",0.020334059549745823,0.7777777777777777,11.273684210526314
"Commander's Sphere, Path of Ancestry","Arcane Signet, Command Tower, Exotic Orchard",0.020334059549745823,0.7777777777777777,11.273684210526314
"Commander's Sphere, Path of Ancestry, Sol Ring","Arcane Signet, Exotic Orchard",0.020334059549745823,0.7777777777777777,11.273684210526314
"Commander's Sphere, Path of Ancestry","Arcane Signet, Exotic Orchard",0.020334059549745823,0.7777777777777777,11.273684210526314
"Arcane Signet, Path of Ancestry","Command Tower, Exotic Orchard",0.04938271604938271,0.8831168831168831,11.25974025974026
"Command Tower, Exotic Orchard","Arcane Signet, Path of Ancestry",0.04938271604938271,0.6296296296296297,11.25974025974026
"Arcane Signet, Path of Ancestry, Sol Ring","Command Tower, Exotic Orchard",0.048656499636891795,0.8815789473684211,11.24013157894737
"Command Tower, Exotic Orchard","Arcane Signet, Path of Ancestry, Sol Ring",0.048656499636891795,0.6203703703703703,11.240131578947368
"Command Tower, Evolving Wilds, Path of Ancestry",Exotic Orchard,0.030501089324618737,0.9130434782608696,11.225543478260871
"Command Tower, Evolving Wilds, Path of Ancestry, Sol Ring",Exotic Orchard,0.030501089324618737,0.9130434782608696,11.225543478260871
"Evolving Wilds, Path of Ancestry, Sol Ring",Exotic Orchard,0.030501089324618737,0.9130434782608696,11.225543478260871
"Evolving Wilds, Path of Ancestry",Exotic Orchard,0.030501089324618737,0.9130434782608696,11.225543478260871
"Ash Barrens, Evolving Wilds",Exotic Orchard,0.02251270878721859,0.911764705882353,11.20982142857143
"Ash Barrens, Command Tower, Evolving Wilds, Sol Ring",Exotic Orchard,0.02251270878721859,0.911764705882353,11.20982142857143
"Ash Barrens, Evolving Wilds, Sol Ring",Exotic Orchard,0.02251270878721859,0.911764705882353,11.20982142857143
"Ash Barrens, Command Tower, Evolving Wilds",Exotic Orchard,0.02251270878721859,0.911764705882353,11.20982142857143
"Path of Ancestry, Terramorphic Expanse","Command Tower, Exotic Orchard",0.021060275962236745,0.8787878787878788,11.204545454545455
"Path of Ancestry, Sol Ring, Terramorphic Expanse","Command Tower, Exotic Orchard",0.021060275962236745,0.8787878787878788,11.204545454545455
"Commander's Sphere, Path of Ancestry","Exotic Orchard, Sol Ring",0.02251270878721859,0.8611111111111112,11.186320754716983
"Commander's Sphere, Path of Ancestry","Command Tower, Exotic Orchard, Sol Ring",0.02251270878721859,0.8611111111111112,11.186320754716983
"Command Tower, Commander's Sphere, Path of Ancestry","Exotic Orchard, Sol Ring",0.02251270878721859,0.8611111111111112,11.186320754716983
"Arcane Signet, Ash Barrens, Path of Ancestry",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Arcane Signet, Ash Barrens, Path of Ancestry, Sol Ring",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Ash Barrens, Path of Ancestry",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Ash Barrens, Command Tower, Path of Ancestry, Sol Ring",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Ash Barrens, Path of Ancestry, Sol Ring",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Arcane Signet, Ash Barrens, Command Tower, Path of Ancestry, Sol Ring",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Ash Barrens, Command Tower, Path of Ancestry",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Command Tower, Commander's Sphere, Evolving Wilds",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Arcane Signet, Ash Barrens, Command Tower, Path of Ancestry",Exotic Orchard,0.02178649237472767,0.9090909090909092,11.176948051948054
"Arcane Signet, Commander's Sphere, Path of Ancestry, Sol Ring","Command Tower, Exotic Orchard",0.020334059549745823,0.875,11.15625
"Arcane Signet, Commander's Sphere, Path of Ancestry","Command Tower, Exotic Orchard",0.020334059549745823,0.875,11.15625
"Command Tower, Commander's Sphere, Evolving Wilds, Sol Ring",Exotic Orchard,0.021060275962236745,0.9062499999999999,11.142020089285714
"Arcane Signet, Path of Ancestry","Ash Barrens, Command Tower",0.023965141612200435,0.42857142857142855,11.134770889487871
"Ash Barrens, Command Tower","Exotic Orchard, Path of Ancestry, Sol Ring",0.02178649237472767,0.5660377358490567,11.134770889487871
"Ash Barrens, Command Tower, Sol Ring","Arcane Signet, Path of Ancestry",0.023965141612200435,0.6226415094339623,11.134770889487871
"Exotic Orchard, Path of Ancestry, Sol Ring","Ash Barrens, Command Tower",0.02178649237472767,0.42857142857142855,11.134770889487871
"Command Tower, Exotic Orchard, Path of Ancestry, Sol Ring",Ash Barrens,0.02178649237472767,0.42857142857142855,11.134770889487871
"Arcane Signet, Path of Ancestry","Ash Barrens, Sol Ring",0.023965141612200435,0.42857142857142855,11.134770889487871
"Exotic Orchard, Path of Ancestry, Sol Ring",Ash Barrens,0.02178649237472767,0.42857142857142855,11.134770889487871
"Ash Barrens, Sol Ring","Arcane Signet, Path of Ancestry",0.023965141612200435,0.6226415094339623,11.134770889487871
"Arcane Signet, Path of Ancestry","Ash Barrens, Command Tower, Sol Ring",0.023965141612200435,0.42857142857142855,11.134770889487871
Ash Barrens,"Arcane Signet, Path of Ancestry",0.023965141612200435,0.6226415094339623,11.134770889487871
"Arcane Signet, Path of Ancestry",Ash Barrens,0.023965141612200435,0.42857142857142855,11.134770889487871
"Ash Barrens, Command Tower","Arcane Signet, Path of Ancestry",0.023965141612200435,0.6226415094339623,11.134770889487871
Ash Barrens,"Command Tower, Exotic Orchard, Path of Ancestry, Sol Ring",0.02178649237472767,0.5660377358490567,11.134770889487871
Ash Barrens,"Exotic Orchard, Path of Ancestry, Sol Ring",0.02178649237472767,0.5660377358490567,11.134770889487871
"Ash Barrens, Command Tower, Path of Ancestry","Arcane Signet, Sol Ring",0.023965141612200435,1.0,11.10483870967742
"Ash Barrens, Path of Ancestry","Arcane Signet, Sol Ring",0.023965141612200435,1.0,11.10483870967742
"Ash Barrens, Command Tower, Exotic Orchard, Path of Ancestry","Arcane Signet, Sol Ring",0.02178649237472767,1.0,11.10483870967742
"Command Tower, Prairie Stream",Exotic Orchard,0.020334059549745823,0.9032258064516129,11.10483870967742
"Ash Barrens, Exotic Orchard, Path of Ancestry","Arcane Signet, Sol Ring",0.02178649237472767,1.0,11.10483870967742
"Command Tower, Path of Ancestry","Exotic Orchard, Sol Ring",0.050835148874364564,0.8536585365853658,11.08950759318914
"Arcane Signet, Command Tower, Temple of the False God","Exotic Orchard, Sol Ring",0.025417574437182282,0.8536585365853658,11.08950759318914
"Arcane Signet, Temple of the False God","Exotic Orchard, Sol Ring",0.025417574437182282,0.8536585365853658,11.08950759318914
"Arcane Signet, Temple of the False God","Command Tower, Exotic Orchard, Sol Ring",0.025417574437182282,0.8536585365853658,11.08950759318914
"Exotic Orchard, Sol Ring","Command Tower, Path of Ancestry",0.050835148874364564,0.6603773584905661,11.08950759318914
"Ash Barrens, Exotic Orchard","Command Tower, Path of Ancestry, Sol Ring",0.02178649237472767,0.6521739130434784,11.086956521739133
"Arcane Signet, Evolving Wilds, Exotic Orchard","Sol Ring, Terramorphic Expanse",0.020334059549745823,0.5957446808510638,11.085681426106957
"Arcane Signet, Command Tower, Evolving Wilds, Exotic Orchard","Sol Ring, Terramorphic Expanse",0.020334059549745823,0.5957446808510638,11.085681426106957
"Arcane Signet, Command Tower, Commander's Sphere, Sol Ring","Exotic Orchard, Path of Ancestry",0.020334059549745823,0.5714285714285714,11.082494969818914
"Commander's Sphere, Exotic Orchard, Sol Ring","Command Tower, Path of Ancestry",0.02251270878721859,0.6595744680851063,11.07602490918526
"Command Tower, Exotic Orchard","Ash Barrens, Sol Ring",0.03340595497458242,0.42592592592592593,11.066037735849058
"Command Tower, Exotic Orchard",Ash Barrens,0.03340595497458242,0.42592592592592593,11.066037735849058
"Ash Barrens, Sol Ring","Command Tower, Exotic Orchard",0.03340595497458242,0.8679245283018868,11.066037735849058
Ash Barrens,"Command Tower, Exotic Orchard",0.03340595497458242,0.8679245283018868,11.066037735849058
"Arcane Signet, Command Tower, Commander's Sphere","Exotic Orchard, Path of Ancestry, Sol Ring",0.020334059549745823,0.5599999999999999,11.015999999999998
"Arcane Signet, Command Tower, Path of Ancestry",Exotic Orchard,0.04938271604938271,0.8947368421052632,11.00046992481203
Exotic Orchard,"Arcane Signet, Command Tower, Path of Ancestry",0.04938271604938271,0.6071428571428571,11.000469924812029
"Arcane Signet, Command Tower, Path of Ancestry, Sol Ring",Exotic Orchard,0.048656499636891795,0.8933333333333333,10.983214285714286
Exotic Orchard,"Arcane Signet, Command Tower, Path of Ancestry, Sol Ring",0.048656499636891795,0.5982142857142858,10.983214285714286
"Commander's Sphere, Path of Ancestry","Command Tower, Exotic Orchard",0.02251270878721859,0.8611111111111112,10.979166666666668
"Commander's Sphere, Path of Ancestry, Sol Ring","Command Tower, Exotic Orchard",0.02251270878721859,0.8611111111111112,10.979166666666668
"Commander's Sphere, Exotic Orchard","Command Tower, Path of Ancestry, Sol Ring",0.02251270878721859,0.6458333333333333,10.979166666666666
"Ash Barrens, Command Tower","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.5660377358490567,10.977943130481002
"Ash Barrens, Command Tower, Sol Ring","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.5660377358490567,10.977943130481002
"Command Tower, Exotic Orchard, Path of Ancestry",Ash Barrens,0.02178649237472767,0.4225352112676057,10.977943130481002
"Ash Barrens, Sol Ring","Exotic Orchard, Path of Ancestry",0.02178649237472767,0.5660377358490567,10.977943130481002
"Exotic Orchard, Path of Ancestry","Ash Barrens, Command Tower",0.02178649237472767,0.4225352112676057,10.977943130481002
"Command Tower, Exotic Orchard, Path of Ancestry","Ash Barrens, Sol Ring",0.02178649237472767,0.4225352112676057,10.977943130481002
"Exotic Orchard, Path of Ancestry",Ash Barrens,0.02178649237472767,0.4225352112676057,10.977943130481002
Ash Barrens,"Command Tower, Exotic Orchard, Path of Ancestry",0.02178649237472767,0.5660377358490567,10.977943130481002
"Exotic Orchard, Path of Ancestry","Ash Barrens, Sol Ring",0.02178649237472767,0.4225352112676057,10.977943130481002
"Exotic Orchard, Path of Ancestry","Ash Barrens, Command Tower, Sol Ring",0.02178649237472767,0.4225352112676057,10.977943130481002
"Ash Barrens, Sol Ring","Command Tower, Exotic Orchard, Path of Ancestry",0.02178649237472767,0.5660377358490567,10.977943130481002
Ash Barrens,"Exotic Orchard, Path of Ancestry",0.02178649237472767,0.5660377358490567,10.977943130481002
"Command Tower, Exotic Orchard, Sol Ring",Path of Ancestry,0.050835148874364564,0.6603773584905661,10.955899067969995
"Exotic Orchard, Sol Ring",Path of Ancestry,0.050835148874364564,0.6603773584905661,10.955899067969995
Path of Ancestry,"Exotic Orchard, Sol Ring",0.050835148874364564,0.8433734939759037,10.955899067969995
Path of Ancestry,"Command Tower, Exotic Orchard, Sol Ring",0.050835148874364564,0.8433734939759037,10.955899067969995
"Ash Barrens, Exotic Orchard","Path of Ancestry, Sol Ring",0.02178649237472767,0.6521739130434784,10.951749734888654
"Ash Barrens, Exotic Orchard, Sol Ring","Command Tower, Path of Ancestry",0.02178649237472767,0.6521739130434784,10.951749734888654
"Ash Barrens, Exotic Orchard","Command Tower, Path of Ancestry",0.02178649237472767,0.6521739130434784,10.951749734888654
"Ash Barrens, Command Tower, Exotic Orchard","Path of Ancestry, Sol Ring",0.02178649237472767,0.6521739130434784,10.951749734888654
"Commander's Sphere, Exotic Orchard, Sol Ring",Path of Ancestry,0.02251270878721859,0.6595744680851063,10.942578825942066
"Command Tower, Commander's Sphere, Exotic Orchard, Sol Ring",Path of Ancestry,0.02251270878721859,0.6595744680851063,10.942578825942066
"Command Tower, Fellwar Stone","Exotic Orchard, Sol Ring",0.023238925199709513,0.8421052631578948,10.939424031777559
"Command Tower, Commander's Sphere","Evolving Wilds, Exotic Orchard",0.02178649237472767,0.4761904761904763,10.92857142857143
"Commander's Sphere, Evolving Wilds","Command Tower, Exotic Orchard",0.02178649237472767,0.8571428571428571,10.928571428571429
"Evolving Wilds, Exotic Orchard","Command Tower, Commander's Sphere",0.02178649237472767,0.5,10.928571428571429
"Command Tower, Exotic Orchard",Path of Ancestry,0.05156136528685548,0.6574074074074074,10.906626506024097
Path of Ancestry,"Command Tower, Exotic Orchard",0.05156136528685548,0.8554216867469879,10.906626506024097
"Arcane Signet, Evolving Wilds, Exotic Orchard","Command Tower, Terramorphic Expanse",0.021060275962236745,0.6170212765957446,10.892798690671029
"Path of Ancestry, Sol Ring","Command Tower, Exotic Orchard",0.050835148874364564,0.8536585365853658,10.884146341463415
"Arcane Signet, Temple of the False God","Command Tower, Exotic Orchard",0.025417574437182282,0.8536585365853658,10.884146341463415
"Arcane Signet, Sol Ring, Temple of the False God","Command Tower, Exotic Orchard",0.025417574437182282,0.8536585365853658,10.884146341463415
"Command Tower, Exotic Orchard","Path of Ancestry, Sol Ring",0.050835148874364564,0.6481481481481481,10.884146341463413
"Arcane Signet, Ash Barrens","Command Tower, Exotic Orchard, Sol Ring",0.026143790849673203,0.8372093023255814,10.875822729267224
"Arcane Signet, Ash Barrens","Exotic Orchard, Sol Ring",0.026143790849673203,0.8372093023255814,10.875822729267224
"Arcane Signet, Ash Barrens, Command Tower","Exotic Orchard, Sol Ring",0.026143790849673203,0.8372093023255814,10.875822729267224
"Commander's Sphere, Evolving Wilds, Sol Ring","Command Tower, Exotic Orchard",0.021060275962236745,0.8529411764705882,10.875
"Arcane Signet, Command Tower, Commander's Sphere","Exotic Orchard, Path of Ancestry",0.020334059549745823,0.5599999999999999,10.860845070422535
Exotic Orchard,"Arcane Signet, Path of Ancestry",0.04938271604938271,0.6071428571428571,10.85760667903525
"Arcane Signet, Path of Ancestry",Exotic Orchard,0.04938271604938271,0.8831168831168831,10.85760667903525
"Command Tower, Commander's Sphere, Exotic Orchard","Path of Ancestry, Sol Ring",0.02251270878721859,0.6458333333333333,10.845274390243901
"Commander's Sphere, Exotic Orchard","Path of Ancestry, Sol Ring",0.02251270878721859,0.6458333333333333,10.845274390243901
"Commander's Sphere, Exotic Orchard","Command Tower, Path of Ancestry",0.02251270878721859,0.6458333333333333,10.845274390243901
Exotic Orchard,"Arcane Signet, Path of Ancestry, Sol Ring",0.048656499636891795,0.5982142857142858,10.83869830827068
"Arcane Signet, Path of Ancestry, Sol Ring",Exotic Orchard,0.048656499636891795,0.8815789473684211,10.838698308270677
"Arcane Signet, Command Tower, Commander's Sphere, Sol Ring",Path of Ancestry,0.023238925199709513,0.653061224489796,10.834521760511436
"Sol Ring, Temple of the False God","Command Tower, Myriad Landscape",0.023238925199709513,0.463768115942029,10.823876197494473
"Command Tower, Myriad Landscape","Sol Ring, Temple of the False God",0.023238925199709513,0.5423728813559322,10.823876197494473
"Exotic Orchard, Sol Ring, Terramorphic Expanse","Command Tower, Path of Ancestry",0.021060275962236745,0.6444444444444444,10.821951219512194
"Ash Barrens, Command Tower, Exotic Orchard, Sol Ring",Path of Ancestry,0.02178649237472767,0.6521739130434784,10.819800942902045
"Ash Barrens, Command Tower, Exotic Orchard",Path of Ancestry,0.02178649237472767,0.6521739130434784,10.819800942902045
"Ash Barrens, Exotic Orchard, Sol Ring",Path of Ancestry,0.02178649237472767,0.6521739130434784,10.819800942902045
"Ash Barrens, Exotic Orchard",Path of Ancestry,0.02178649237472767,0.6521739130434784,10.819800942902045
Prairie Stream,"Command Tower, Exotic Orchard",0.020334059549745823,0.8484848484848485,10.818181818181818
"Path of Ancestry, Sol Ring, Terramorphic Expanse",Exotic Orchard,0.021060275962236745,0.8787878787878788,10.804383116883118
"Command Tower, Path of Ancestry, Sol Ring, Terramorphic Expanse",Exotic Orchard,0.021060275962236745,0.8787878787878788,10.804383116883118
"Path of Ancestry, Terramorphic Expanse",Exotic Orchard,0.021060275962236745,0.8787878787878788,10.804383116883118
"Command Tower, Path of Ancestry, Terramorphic Expanse",Exotic Orchard,0.021060275962236745,0.8787878787878788,10.804383116883118
"Commander's Sphere, Exotic Orchard, Sol Ring","Arcane Signet, Command Tower, Path of Ancestry",0.020334059549745823,0.5957446808510638,10.793952967525195
"Commander's Sphere, Evolving Wilds","Exotic Orchard, Sol Ring",0.021060275962236745,0.8285714285714285,10.763611859838274
"Commander's Sphere, Evolving Wilds","Command Tower, Exotic Orchard, Sol Ring",0.021060275962236745,0.8285714285714285,10.763611859838274
"Arcane Signet, Commander's Sphere, Path of Ancestry, Sol Ring",Exotic Orchard,0.020334059549745823,0.875,10.7578125
"Arcane Signet, Command Tower, Commander's Sphere, Path of Ancestry, Sol Ring",Exotic Orchard,0.020334059549745823,0.875,10.7578125
"Arcane Signet, Commander's Sphere, Path of Ancestry",Exotic Orchard,0.020334059549745823,0.875,10.7578125
"Myriad Landscape, Path of Ancestry","Arcane Signet, Sol Ring",0.02251270878721859,0.96875,10.7578125
"Arcane Signet, Command Tower, Commander's Sphere, Path of Ancestry",Exotic Orchard,0.020334059549745823,0.875,10.7578125
"Arcane Signet, Command Tower, Commander's Sphere","Path of Ancestry, Sol Ring",0.023238925199709513,0.64,10.747317073170732
"Command Tower, Myriad Landscape, Path of Ancestry","Arcane Signet, Sol Ring",0.02178649237472767,0.967741935483871,10.746618106139438
"Arcane Signet, Evolving Wilds, Exotic Orchard, Sol Ring","Command Tower, Terramorphic Expanse",0.020334059549745823,0.6086956521739131,10.745819397993312
"Evolving Wilds, Exotic Orchard, Sol Ring","Command Tower, Commander's Sphere",0.021060275962236745,0.4915254237288135,10.743341404358354
"Command Tower, Commander's Sphere","Evolving Wilds, Exotic Orchard, Sol Ring",0.021060275962236745,0.4603174603174603,10.743341404358352
"Arcane Signet, Command Tower, Sol Ring","Exotic Orchard, Path of Ancestry",0.048656499636891795,0.5537190082644629,10.739029216622047
"Exotic Orchard, Path of Ancestry","Arcane Signet, Command Tower, Sol Ring",0.048656499636891795,0.943661971830986,10.739029216622047
"Evolving Wilds, Exotic Orchard","Command Tower, Commander's Sphere, Sol Ring",0.021060275962236745,0.4833333333333333,10.734677419354837
"Command Tower, Commander's Sphere, Sol Ring","Evolving Wilds, Exotic Orchard",0.021060275962236745,0.46774193548387094,10.734677419354837
"Arcane Signet, Evolving Wilds","Command Tower, Path of Ancestry, Sol Ring",0.029774872912127815,0.6307692307692307,10.723076923076922
"Command Tower, Path of Ancestry, Sol Ring","Arcane Signet, Evolving Wilds",0.029774872912127815,0.5061728395061729,10.723076923076922
"Command Tower, Commander's Sphere, Exotic Orchard",Path of Ancestry,0.02251270878721859,0.6458333333333333,10.71460843373494
"Commander's Sphere, Exotic Orchard",Path of Ancestry,0.02251270878721859,0.6458333333333333,10.71460843373494
"Commander's Sphere, Exotic Orchard","Arcane Signet, Command Tower, Path of Ancestry, Sol Ring",0.020334059549745823,0.5833333333333333,10.709999999999997
"Exotic Orchard, Sol Ring, Terramorphic Expanse",Path of Ancestry,0.021060275962236745,0.6444444444444444,10.69156626506024
"Command Tower, Exotic Orchard, Sol Ring, Terramorphic Expanse",Path of Ancestry,0.021060275962236745,0.6444444444444444,10.69156626506024
"Command Tower, Fellwar Stone",Exotic Orchard,0.023965141612200435,0.868421052631579,10.676926691729324
"Arcane Signet, Ash Barrens, Sol Ring","Command Tower, Exotic Orchard",0.026143790849673203,0.8372093023255814,10.674418604651164
"Arcane Signet, Ash Barrens","Command Tower, Exotic Orchard",0.026143790849673203,0.8372093023255814,10.674418604651164
Exotic Orchard,Ash Barrens,0.03340595497458242,0.4107142857142857,10.670822102425877
Exotic Orchard,"Ash Barrens, Command Tower",0.03340595497458242,0.4107142857142857,10.670822102425877
"Ash Barrens, Command Tower",Exotic Orchard,0.03340595497458242,0.8679245283018868,10.670822102425877
Exotic Orchard,"Ash Barrens, Sol Ring",0.03340595497458242,0.4107142857142857,10.670822102425877
"Ash Barrens, Sol Ring",Exotic Orchard,0.03340595497458242,0.8679245283018868,10.670822102425877
Ash Barrens,Exotic Orchard,0.03340595497458242,0.8679245283018868,10.670822102425877
"Ash Barrens, Command Tower, Sol Ring",Exotic Orchard,0.03340595497458242,0.8679245283018868,10.670822102425877
Exotic Orchard,"Ash Barrens, Command Tower, Sol Ring",0.03340595497458242,0.4107142857142857,10.670822102425877
"Myriad Landscape, Path of Ancestry","Arcane Signet, Command Tower, Sol Ring",0.02178649237472767,0.9375000000000001,10.668904958677688
"Arcane Signet, Evolving Wilds, Sol Ring","Command Tower, Exotic Orchard",0.03340595497458242,0.8363636363636363,10.663636363636362
"Command Tower, Exotic Orchard","Arcane Signet, Evolving Wilds, Sol Ring",0.03340595497458242,0.42592592592592593,10.663636363636362
"Commander's Sphere, Exotic Orchard, Sol Ring","Arcane Signet, Path of Ancestry",0.020334059549745823,0.5957446808510638,10.653771760154738
"Command Tower, Commander's Sphere, Exotic Orchard, Sol Ring","Arcane Signet, Path of Ancestry",0.020334059549745823,0.5957446808510638,10.653771760154738
"Arcane Signet, Commander's Sphere, Sol Ring","Command Tower, Exotic Orchard, Path of Ancestry",0.020334059549745823,0.5490196078431373,10.647887323943664
"Arcane Signet, Commander's Sphere, Sol Ring","Exotic Orchard, Path of Ancestry",0.020334059549745823,0.5490196078431373,10.647887323943664
"Command Tower, Path of Ancestry",Exotic Orchard,0.05156136528685548,0.8658536585365854,10.64536149825784
Exotic Orchard,"Command Tower, Path of Ancestry",0.05156136528685548,0.6339285714285714,10.645361498257838
"Command Tower, Fellwar Stone, Sol Ring",Exotic Orchard,0.023238925199709513,0.8648648648648649,10.633204633204635
"Command Tower, Path of Ancestry, Sol Ring",Exotic Orchard,0.050835148874364564,0.8641975308641976,10.625000000000002
Exotic Orchard,"Command Tower, Path of Ancestry, Sol Ring",0.050835148874364564,0.6250000000000001,10.625000000000002
"Arcane Signet, Command Tower, Commander's Sphere",Path of Ancestry,0.023238925199709513,0.64,10.617831325301205
"Arcane Signet, Command Tower, Evolving Wilds","Path of Ancestry, Sol Ring",0.029774872912127815,0.6307692307692307,10.592307692307692
"Command Tower, Path of Ancestry","Arcane Signet, Evolving Wilds",0.029774872912127815,0.5,10.592307692307692
"Arcane Signet, Evolving Wilds","Command Tower, Path of Ancestry",0.029774872912127815,0.6307692307692307,10.592307692307692
"Arcane Signet, Evolving Wilds","Path of Ancestry, Sol Ring",0.029774872912127815,0.6307692307692307,10.592307692307692
"Path of Ancestry, Sol Ring","Arcane Signet, Evolving Wilds",0.029774872912127815,0.5,10.592307692307692
"Path of Ancestry, Sol Ring","Arcane Signet, Command Tower, Evolving Wilds",0.029774872912127815,0.5,10.592307692307692
"Arcane Signet, Commander's Sphere","Command Tower, Exotic Orchard, Path of Ancestry, Sol Ring",0.020334059549745823,0.5384615384615384,10.592307692307692
"Command Tower, Sol Ring, Terramorphic Expanse","Arcane Signet, Evolving Wilds",0.026143790849673203,0.5,10.592307692307692
"Arcane Signet, Evolving Wilds","Command Tower, Sol Ring, Terramorphic Expanse",0.026143790849673203,0.5538461538461539,10.592307692307692
"Arcane Signet, Commander's Sphere","Exotic Orchard, Path of Ancestry, Sol Ring",0.020334059549745823,0.5384615384615384,10.592307692307692
"Commander's Sphere, Path of Ancestry, Sol Ring",Exotic Orchard,0.02251270878721859,0.8611111111111112,10.587053571428573
"Command Tower, Commander's Sphere, Path of Ancestry",Exotic Orchard,0.02251270878721859,0.8611111111111112,10.587053571428573
"Command Tower, Commander's Sphere, Path of Ancestry, Sol Ring",Exotic Orchard,0.02251270878721859,0.8611111111111112,10.587053571428573
"Commander's Sphere, Path of Ancestry",Exotic Orchard,0.02251270878721859,0.8611111111111112,10.587053571428573
"Command Tower, Exotic Orchard, Terramorphic Expanse","Path of Ancestry, Sol Ring",0.021060275962236745,0.6304347826086957,10.586691410392365
Ash Barrens,"Command Tower, Path of Ancestry, Sol Ring",0.023965141612200435,0.6226415094339623,10.58490566037736
"Command Tower, Path of Ancestry, Sol Ring",Ash Barrens,0.023965141612200435,0.4074074074074074,10.584905660377359
"Command Tower, Commander's Sphere, Exotic Orchard","Arcane Signet, Path of Ancestry, Sol Ring",0.020334059549745823,0.5833333333333333,10.56907894736842
"Commander's Sphere, Exotic Orchard","Arcane Signet, Path of Ancestry, Sol Ring",0.020334059549745823,0.5833333333333333,10.56907894736842
"Commander's Sphere, Exotic Orchard","Arcane Signet, Command Tower, Path of Ancestry",0.020334059549745823,0.5833333333333333,10.56907894736842
"Evolving Wilds, Exotic Orchard, Path of Ancestry","Arcane Signet, Command Tower, Sol Ring",0.02832244008714597,0.9285714285714285,10.567296340023612
"Commander's Sphere, Evolving Wilds",Exotic Orchard,0.02178649237472767,0.8571428571428571,10.53826530612245
"Arcane Signet, Commander's Sphere, Sol Ring","Command Tower, Path of Ancestry",0.023238925199709513,0.6274509803921569,10.536585365853657
Path of Ancestry,Exotic Orchard,0.05156136528685548,0.8554216867469879,10.517104130808951
Exotic Orchard,Path of Ancestry,0.05156136528685548,0.6339285714285714,10.51710413080895
Exotic Orchard,"Path of Ancestry, Sol Ring",0.050835148874364564,0.6250000000000001,10.495426829268295
"Arcane Signet, Command Tower, Sol Ring, Temple of the False God",Exotic Orchard,0.025417574437182282,0.8536585365853658,10.495426829268293
"Arcane Signet, Temple of the False God",Exotic Orchard,0.025417574437182282,0.8536585365853658,10.495426829268293
"Arcane Signet, Command Tower, Temple of the False God",Exotic Orchard,0.025417574437182282,0.8536585365853658,10.495426829268293
"Arcane Signet, Sol Ring, Temple of the False God",Exotic Orchard,0.025417574437182282,0.8536585365853658,10.495426829268293
"Path of Ancestry, Sol Ring",Exotic Orchard,0.050835148874364564,0.8536585365853658,10.495426829268293
